type,actual,prediction,weight,Breast,Colorectum,Upper GI,Liver,Lung,Ovary,Pancreas
NOM:,0,0,1,0.999365953,4.86E-04,2.78E-05,6.01E-05,1.71E-05,4.07E-05,2.02E-06
NOM:,0,0,1,0.987068319,5.13E-05,4.71E-06,9.98E-06,0.012186534,6.74E-04,5.09E-06
NOM:,0,0,1,0.976033339,6.82E-04,9.71E-04,0.003422467,2.68E-04,3.72E-05,0.01858662
NOM:,0,0,1,0.81613824,0.015000695,8.94E-04,5.54E-04,0.166403027,2.26E-04,7.84E-04
NOM:,0,0,1,0.998705113,8.57E-04,8.29E-05,3.40E-04,1.52E-07,5.33E-07,1.48E-05
NOM:,0,0,1,0.985075515,0.010511585,4.67E-04,0.001236131,0.001298349,0.001377965,3.33E-05
NOM:,0,4,1,7.68E-05,0.020495267,1.05E-07,2.80E-06,0.979424525,1.76E-07,3.08E-07
NOM:,0,0,1,0.915577619,0.009295889,0.005269511,0.069282399,3.54E-04,4.18E-07,2.20E-04
NOM:,0,0,1,0.849382822,0.002892962,2.36E-05,2.04E-04,1.29E-04,2.53E-05,0.147341643
NOM:,0,0,1,0.969702378,0.02827617,3.65E-04,1.91E-04,0.001423549,3.24E-05,9.78E-06
NOM:,0,0,1,0.943005865,0.009222117,0.012225125,0.03197814,0.003537706,9.89E-07,3.01E-05
NOM:,0,1,1,0.48272203,0.501129456,0.009378102,0.006767018,5.79E-07,1.09E-06,1.73E-06
NOM:,0,0,1,0.999225112,4.48E-04,5.20E-05,9.67E-05,1.41E-04,3.60E-05,6.67E-07
NOM:,0,0,1,0.995093071,0.003689858,1.18E-04,3.45E-05,2.67E-06,1.33E-06,0.001060996
NOM:,0,0,1,0.989791431,0.01018308,1.19E-05,6.29E-06,7.18E-06,5.35E-08,8.91E-08
NOM:,0,1,1,0.005238048,0.992485885,1.05E-07,1.64E-07,0.001929557,3.34E-04,1.21E-05
NOM:,0,0,1,0.998513889,0.001353447,6.96E-05,4.14E-05,2.16E-05,9.19E-08,5.06E-08
NOM:,0,0,1,0.999596161,6.01E-05,1.00E-05,6.79E-05,1.15E-05,1.53E-05,2.39E-04
NOM:,6,6,1,2.88E-06,1.99E-07,1.44E-08,1.55E-08,2.80E-07,2.35E-07,0.999996376
NOM:,6,6,1,5.40E-04,9.71E-05,6.67E-05,0.00161989,1.36E-06,4.49E-07,0.997674716
NOM:,6,6,1,3.87E-09,3.37E-08,1.18E-08,1.23E-07,4.34E-09,4.48E-09,0.999999819
NOM:,6,6,1,3.08E-06,4.73E-06,3.34E-07,8.75E-08,1.59E-06,1.04E-09,0.999990178
NOM:,6,6,1,1.27E-07,5.26E-07,1.14E-07,3.97E-06,8.79E-06,2.68E-09,0.999986465
NOM:,6,6,1,4.90E-08,4.91E-07,2.18E-09,5.96E-08,3.27E-09,2.90E-09,0.999999392
NOM:,6,6,1,0.025348364,0.125899797,1.38E-06,1.03E-06,0.365619045,0.002077457,0.481052926
NOM:,6,6,1,8.78E-07,2.70E-07,5.34E-09,1.49E-08,1.25E-08,4.76E-09,0.999998815
NOM:,6,6,1,1.94E-07,1.44E-06,1.19E-06,2.64E-06,7.59E-08,3.75E-08,0.999994426
NOM:,6,6,1,9.49E-08,5.82E-08,4.75E-09,1.94E-08,6.96E-09,8.38E-09,0.999999807
NOM:,6,6,1,7.99E-07,5.27E-05,2.62E-05,2.12E-04,1.72E-07,1.93E-08,0.999708152
NOM:,6,6,1,0.009985331,0.002120972,1.44E-05,9.41E-06,7.45E-05,2.13E-05,0.987773992
NOM:,6,6,1,4.89E-04,1.03E-04,8.76E-04,0.012860799,5.51E-04,1.71E-05,0.985103093
NOM:,6,6,1,2.98E-07,3.42E-04,6.11E-04,0.005284694,1.15E-05,9.25E-08,0.99375067
NOM:,6,6,1,5.82E-05,0.003290117,0.00536688,0.048691197,0.009497758,4.18E-07,0.933095446
NOM:,6,6,1,2.82E-04,2.66E-04,0.00133734,0.01221548,3.13E-06,4.49E-07,0.985895639
NOM:,6,6,1,6.80E-07,3.85E-08,3.64E-09,8.17E-09,2.83E-09,4.10E-09,0.999999263
NOM:,6,6,1,0.119010562,0.011582096,2.36E-04,0.031265894,0.001431495,4.81E-04,0.835992657
NOM:,6,6,1,5.07E-04,0.032673987,4.09E-04,8.34E-06,0.063574891,0.001376456,0.901450545
NOM:,6,6,1,1.20E-07,4.23E-08,1.01E-08,2.28E-08,1.25E-09,1.92E-09,0.999999802
NOM:,6,6,1,0.003343369,0.00365421,3.22E-06,7.32E-05,2.90E-04,1.10E-05,0.99262455
NOM:,6,6,1,1.93E-07,3.06E-04,6.79E-04,0.009919488,2.97E-05,2.18E-06,0.98906351
NOM:,6,6,1,4.49E-09,1.70E-08,3.55E-10,9.29E-10,4.79E-10,2.36E-09,0.999999974
NOM:,6,6,1,7.80E-08,3.49E-08,1.04E-08,9.87E-08,8.60E-07,5.93E-10,0.999998918
NOM:,6,4,1,0.00165496,0.135572254,1.05E-04,1.85E-05,0.460848903,2.02E-04,0.401597773
NOM:,2,2,1,9.37E-05,0.002263225,0.91742072,2.67E-04,0.077361964,2.82E-05,0.002565301
NOM:,2,3,1,0.017575161,0.003800202,0.001975834,0.900979303,0.073744422,9.16E-05,0.001833484
NOM:,2,1,1,0.076955881,0.61548526,0.120705043,0.132914601,0.05043188,0.002532034,9.75E-04
NOM:,2,2,1,0.007338883,0.167838276,0.804707002,0.011982883,0.00780735,1.50E-04,1.76E-04
NOM:,2,2,1,0.040641108,0.033102124,0.8728743,0.05322823,1.28E-06,2.59E-06,1.50E-04
NOM:,2,2,1,1.19E-06,7.36E-04,0.984822334,0.014437775,8.53E-07,7.52E-08,1.92E-06
NOM:,2,2,1,4.71E-07,3.40E-04,0.995112471,0.004546166,4.34E-07,3.19E-09,2.87E-08
NOM:,2,2,1,8.56E-09,9.23E-04,0.9987545,3.22E-04,1.51E-08,6.72E-09,2.27E-08
NOM:,2,2,1,7.49E-08,1.15E-04,0.989556604,0.010328037,1.46E-08,1.12E-09,6.14E-07
NOM:,2,2,1,7.05E-05,0.012131474,0.985994041,0.00173506,2.12E-05,2.05E-05,2.73E-05
NOM:,2,4,1,9.19E-05,0.006816993,0.132313731,1.67E-04,0.838386715,7.88E-05,0.022145023
NOM:,2,2,1,9.96E-04,6.79E-04,0.997803922,1.22E-04,3.96E-04,2.17E-06,2.78E-07
NOM:,2,2,1,9.88E-10,3.96E-04,0.997631437,0.001972196,1.20E-08,9.41E-10,4.73E-08
NOM:,2,2,1,4.41E-09,4.61E-04,0.999400681,1.38E-04,2.22E-08,6.03E-09,9.32E-09
NOM:,2,2,1,7.81E-07,0.002500084,0.997339365,1.51E-04,8.35E-06,4.19E-08,2.52E-07
NOM:,2,2,1,1.19E-08,1.93E-04,0.99979859,8.66E-06,1.76E-08,1.99E-08,2.14E-08
NOM:,2,2,1,3.39E-06,0.011667927,0.966136356,0.022191137,4.64E-07,2.34E-08,7.06E-07
NOM:,2,2,1,1.29E-06,0.010563977,0.96988166,0.019546057,9.05E-07,2.06E-07,5.90E-06
NOM:,2,2,1,8.39E-08,0.043181551,0.876863745,0.079954232,3.19E-07,1.68E-08,5.12E-08
NOM:,2,1,1,0.266358391,0.333988102,0.192991112,0.206024762,3.14E-04,7.80E-06,3.16E-04
NOM:,2,2,1,0.134363655,0.102228556,0.763097536,3.01E-04,1.78E-06,8.97E-08,7.30E-06
NOM:,2,2,1,5.74E-07,0.001012052,0.997953989,0.001016782,1.56E-05,6.85E-08,8.86E-07
NOM:,2,2,1,2.50E-09,0.001506625,0.998331966,1.61E-04,2.38E-09,1.76E-09,5.55E-09
NOM:,2,2,1,1.99E-06,0.005621929,0.992653823,8.08E-04,2.59E-04,1.08E-06,6.54E-04
NOM:,2,2,1,1.96E-07,0.001851191,0.997986834,1.61E-04,4.68E-07,3.89E-09,6.16E-08
NOM:,3,3,1,2.72E-04,0.001885991,0.00833872,0.989461244,1.44E-05,6.10E-06,2.12E-05
NOM:,3,3,1,1.05E-06,0.001048293,0.124110074,0.874838723,2.24E-07,4.95E-09,1.63E-06
NOM:,3,3,1,7.04E-06,6.05E-04,5.22E-04,0.997058047,2.98E-06,3.83E-08,0.001804519
NOM:,3,3,1,2.89E-04,0.007397731,0.001656325,0.983892756,0.006466122,1.42E-04,1.56E-04
NOM:,3,3,1,2.88E-06,2.38E-05,2.95E-05,0.999643289,2.85E-04,4.60E-08,1.54E-05
NOM:,3,3,1,6.13E-06,4.85E-04,0.03802437,0.96104896,3.77E-06,2.75E-07,4.31E-04
NOM:,3,3,1,7.12E-06,1.95E-05,5.07E-04,0.999106643,3.57E-04,6.78E-07,2.37E-06
NOM:,3,1,1,0.196991165,0.686313167,0.08502561,0.030165115,0.001167426,1.14E-04,2.23E-04
NOM:,3,4,1,4.99E-04,0.001345443,1.48E-04,0.054498879,0.943469903,8.17E-07,3.83E-05
NOM:,3,3,1,7.68E-05,3.57E-04,0.004625214,0.888700033,0.105024497,3.53E-06,0.001213399
NOM:,3,4,1,8.26E-04,0.001131796,0.004271816,0.410493503,0.568504629,8.16E-06,0.014764323
NOM:,3,3,1,9.73E-07,8.61E-04,0.04861345,0.950516151,1.19E-06,5.87E-09,7.22E-06
NOM:,3,3,1,3.61E-08,6.04E-06,8.06E-04,0.999187212,1.85E-07,9.70E-10,1.04E-07
NOM:,3,3,1,5.76E-08,4.11E-06,4.67E-04,0.999524962,2.84E-09,3.12E-09,4.22E-06
NOM:,3,3,1,6.68E-05,0.001238029,0.013627563,0.985054037,2.99E-07,2.05E-08,1.33E-05
NOM:,3,3,1,3.95E-07,2.03E-04,0.028799303,0.97099751,1.95E-08,1.60E-10,2.64E-07
NOM:,3,3,1,7.12E-06,9.52E-05,0.015479433,0.97145283,0.012964342,7.07E-08,9.67E-07
NOM:,3,3,1,3.42E-07,0.001981233,0.039408908,0.958264161,3.45E-04,4.21E-07,3.63E-07
NOM:,3,3,1,2.44E-05,0.00346005,0.116092023,0.880275938,1.45E-04,2.96E-09,2.20E-06
NOM:,3,3,1,4.29E-06,2.50E-04,6.91E-04,0.999041178,1.46E-06,1.07E-08,1.17E-05
NOM:,3,3,1,1.24E-07,8.98E-06,4.02E-04,0.999348074,2.41E-04,1.04E-08,8.80E-09
NOM:,3,3,1,4.30E-05,2.77E-05,7.48E-05,0.999563015,1.74E-05,2.41E-07,2.74E-04
NOM:,3,3,1,2.54E-05,2.94E-04,0.001376912,0.998294039,5.25E-06,1.46E-08,4.64E-06
NOM:,3,1,1,0.077192383,0.348385818,0.246689724,0.327467987,1.06E-04,2.19E-05,1.36E-04
NOM:,3,4,1,0.002746355,0.141740375,1.97E-05,5.54E-05,0.855405587,1.56E-05,1.70E-05
NOM:,1,1,1,0.007866383,0.838469761,0.002666941,0.002304623,0.147791844,1.84E-06,8.99E-04
NOM:,1,2,1,9.88E-05,0.021426148,0.972725918,0.005655065,2.28E-05,1.23E-05,5.90E-05
NOM:,1,0,1,0.606523853,0.393091769,1.84E-04,1.45E-04,5.28E-05,2.83E-06,5.24E-07
NOM:,1,1,1,2.13E-06,0.999981603,9.33E-07,5.39E-08,1.41E-05,2.60E-07,9.13E-07
NOM:,1,2,1,1.72E-06,0.079174485,0.910585171,0.010238113,2.49E-07,4.52E-08,2.14E-07
NOM:,1,2,1,1.64E-06,0.010582499,0.988556872,8.58E-04,6.39E-08,1.21E-08,1.25E-06
NOM:,1,1,1,3.58E-04,0.992806322,2.66E-05,2.71E-04,0.006080228,1.31E-04,3.27E-04
NOM:,1,1,1,1.31E-05,0.999981411,2.45E-07,6.09E-08,4.95E-06,1.69E-07,4.65E-08
NOM:,1,2,1,0.267997334,0.061974833,0.668015493,2.01E-04,0.001687676,1.19E-04,4.42E-06
NOM:,1,0,1,0.451897923,0.219956561,6.86E-06,6.08E-06,0.327108032,4.79E-04,5.46E-04
NOM:,1,1,1,5.32E-04,0.570877418,0.308915465,0.117938443,0.00173524,8.05E-07,1.04E-06
NOM:,1,1,1,4.45E-04,0.982941356,6.35E-04,4.40E-05,0.013481518,0.001861086,5.92E-04
NOM:,1,1,1,4.96E-06,0.998876114,6.16E-05,4.62E-04,3.84E-04,1.14E-05,2.00E-04
NOM:,1,1,1,5.12E-04,0.566091711,0.429929517,0.003430762,2.84E-05,6.09E-07,6.86E-06
NOM:,1,1,1,6.01E-06,0.966626685,0.015530877,0.017733388,3.53E-05,1.55E-06,6.62E-05
NOM:,1,1,1,1.13E-04,0.980310043,0.002975557,0.016292081,3.05E-04,4.08E-06,3.90E-07
NOM:,1,1,1,0.001688601,0.992953327,0.005239751,1.18E-04,1.82E-07,3.17E-08,5.01E-08
NOM:,1,1,1,2.79E-04,0.58197966,0.415362987,0.002004188,2.45E-04,5.09E-05,7.75E-05
NOM:,1,1,1,0.005391703,0.746486896,0.221508061,0.026574628,3.67E-05,5.75E-07,1.40E-06
NOM:,1,1,1,9.13E-04,0.891550388,4.47E-04,0.005233897,0.101609069,7.91E-05,1.68E-04
NOM:,1,2,1,2.15E-06,0.014148764,0.985832837,1.60E-05,4.06E-08,2.77E-08,2.05E-07
NOM:,1,2,1,8.67E-05,0.006953312,0.986390485,0.006566284,3.13E-06,6.29E-09,1.06E-07
NOM:,1,2,1,0.004166622,0.034356699,0.961238253,2.09E-04,1.24E-05,1.25E-05,4.09E-06
NOM:,1,1,1,0.006061761,0.684902886,0.001513042,8.96E-04,0.300238787,9.74E-05,0.006289693
NOM:,1,1,1,0.097666701,0.840727727,0.057515138,0.004083796,1.82E-06,1.99E-06,2.82E-06
NOM:,1,2,1,0.021616114,0.23011812,0.74802026,2.43E-04,1.47E-07,4.16E-08,2.13E-06
NOM:,4,4,1,1.05E-04,0.025698917,1.37E-04,3.17E-04,0.969326246,6.65E-05,0.004348971
NOM:,4,4,1,4.98E-06,1.32E-04,5.49E-04,4.19E-06,0.999306509,8.36E-08,2.87E-06
NOM:,4,4,1,0.001413121,2.25E-04,3.99E-04,6.77E-06,0.996719582,0.001218962,1.75E-05
NOM:,4,4,1,0.001631479,0.035316971,2.19E-05,0.001085389,0.952247613,2.49E-06,0.009694117
NOM:,4,4,1,0.06594051,3.24E-04,4.94E-05,2.83E-07,0.933549596,1.34E-04,2.72E-06
NOM:,4,3,1,2.76E-04,2.12E-04,7.39E-04,0.812947052,0.185800935,1.20E-06,2.38E-05
NOM:,4,4,1,6.23E-04,2.34E-04,0.011326724,1.07E-05,0.987803745,8.90E-07,1.37E-06
NOM:,4,4,1,0.019253995,7.47E-04,2.33E-05,0.001622836,0.970504672,0.007465968,3.82E-04
NOM:,4,4,1,0.008620406,0.017667343,0.17359366,0.397068277,0.399654371,2.83E-07,0.00339566
NOM:,4,4,1,2.01E-04,0.025402394,6.76E-06,2.08E-05,0.967953966,4.95E-06,0.006409696
NOM:,4,4,1,4.92E-05,4.86E-04,6.12E-04,6.62E-04,0.993560213,5.21E-04,0.004108818
NOM:,4,4,1,1.77E-04,3.01E-05,0.004621337,1.27E-06,0.995169976,5.89E-08,1.60E-07
NOM:,4,4,1,2.14E-04,0.004567966,1.69E-06,9.74E-07,0.99517685,3.49E-05,3.23E-06
NOM:,4,4,1,0.007164937,0.138330716,0.018570997,0.063505019,0.772327708,5.04E-05,5.03E-05
NOM:,4,4,1,2.35E-04,0.00858902,3.08E-07,2.58E-06,0.991164149,5.05E-06,3.64E-06
NOM:,4,4,1,0.005306608,0.014345318,0.01765662,0.014165974,0.948391978,9.14E-05,4.21E-05
NOM:,4,4,1,5.64E-04,0.023439843,1.94E-04,1.83E-06,0.973053432,8.48E-04,0.001898245
NOM:,4,4,1,7.21E-07,1.10E-05,1.57E-05,1.50E-07,0.999965437,3.89E-06,3.15E-06
NOM:,4,4,1,0.00323718,0.002596168,0.003054569,1.63E-04,0.99077011,1.77E-04,1.23E-06
NOM:,4,4,1,0.006324825,1.13E-04,9.76E-05,5.65E-07,0.969142476,0.02423746,8.44E-05
NOM:,4,4,1,3.00E-04,0.004568606,0.004264758,0.101678431,0.888974381,7.19E-05,1.42E-04
NOM:,4,4,1,0.199069594,0.009503242,0.00160139,2.12E-05,0.786574468,0.003214753,1.53E-05
NOM:,4,4,1,6.41E-06,5.48E-05,2.64E-05,1.07E-07,0.999873643,2.65E-05,1.22E-05
NOM:,4,4,1,8.05E-05,2.89E-05,3.35E-06,1.76E-07,0.999765564,6.64E-05,5.51E-05
NOM:,4,4,1,6.25E-05,0.269029787,6.82E-05,3.96E-05,0.730653647,8.59E-06,1.38E-04
NOM:,5,5,1,1.31E-06,4.72E-09,3.58E-09,5.55E-08,7.49E-08,0.999998535,1.27E-08
NOM:,5,5,1,0.324194731,5.46E-04,1.86E-04,2.30E-05,0.076145569,0.598049119,8.55E-04
NOM:,5,5,1,6.64E-08,2.18E-08,1.91E-08,6.83E-08,7.10E-07,0.999999094,2.00E-08
NOM:,5,5,1,8.44E-07,2.98E-08,6.79E-09,1.51E-08,8.43E-08,0.999998765,2.54E-07
NOM:,5,5,1,0.030074548,1.51E-04,3.53E-05,1.73E-05,7.35E-05,0.967574269,0.002073982
NOM:,5,5,1,6.06E-05,1.43E-05,4.64E-06,7.22E-06,1.01E-05,0.999875121,2.80E-05
NOM:,5,5,1,2.01E-07,2.19E-08,1.58E-08,9.87E-09,2.06E-08,0.99999972,1.07E-08
NOM:,5,5,1,1.37E-06,8.00E-08,4.49E-08,3.70E-08,6.61E-08,0.999998301,1.00E-07
NOM:,5,5,1,1.26E-07,1.16E-07,6.40E-08,8.38E-08,8.68E-08,0.999998979,5.44E-07
NOM:,5,5,1,0.290130406,0.23176648,3.95E-06,1.83E-06,0.08474205,0.391854109,0.001501173
NOM:,5,5,1,6.94E-04,6.09E-05,1.27E-05,3.95E-05,0.006125714,0.991449813,0.001617243
NOM:,5,5,1,1.64E-08,1.10E-08,9.99E-09,1.20E-08,1.36E-08,0.999999926,1.05E-08
NOM:,5,5,1,0.209102472,5.19E-04,1.54E-05,3.90E-06,0.003664049,0.786632564,6.30E-05
NOM:,5,5,1,2.51E-08,1.08E-08,1.06E-08,1.18E-08,2.63E-08,0.9999999,1.59E-08
NOM:,5,5,1,4.95E-09,3.18E-09,2.73E-09,3.04E-09,5.78E-09,0.999999978,2.43E-09
NOM:,5,5,1,0.109723758,0.001832998,1.18E-04,4.71E-05,0.012653465,0.852798425,0.022826688
NOM:,5,5,1,1.13E-07,1.14E-07,1.08E-07,1.01E-07,1.18E-07,0.999999325,1.22E-07
NOM:,5,5,1,5.39E-06,1.28E-06,9.67E-07,3.86E-06,8.38E-07,0.999986655,1.01E-06
NOM:,5,5,1,1.66E-04,4.67E-06,4.54E-06,3.33E-06,4.31E-06,0.999797492,2.01E-05
NOM:,5,5,1,1.14E-07,5.61E-09,3.86E-09,1.14E-07,1.87E-08,0.999999736,7.45E-09
NOM:,5,5,1,3.49E-09,9.36E-09,1.55E-09,1.28E-09,3.67E-08,0.999999889,5.88E-08
NOM:,5,5,1,1.40E-09,8.06E-10,7.81E-10,1.15E-09,9.75E-09,0.999999985,7.57E-10
NOM:,5,5,1,1.20E-07,3.43E-08,2.87E-08,9.71E-08,1.47E-07,0.999999525,4.81E-08
NOM:,5,5,1,1.43E-06,7.29E-08,1.73E-09,8.02E-08,2.08E-06,0.999996319,1.05E-08
NOM:,5,5,1,4.57E-09,1.82E-09,1.73E-09,5.18E-09,3.57E-09,0.99999998,2.63E-09
NOM:,0,0,1,0.452583655,0.152081405,1.30E-05,3.70E-06,0.327644226,0.024954474,0.042719494
NOM:,0,0,1,0.978066694,0.020357426,1.20E-04,2.04E-06,0.001453832,1.22E-07,2.95E-08
NOM:,0,0,1,0.880143218,0.099584018,9.72E-06,3.41E-06,0.016712451,0.003062633,4.85E-04
NOM:,0,0,1,0.919463916,0.048501901,0.001567103,0.004374908,0.022811045,6.74E-04,0.002607017
NOM:,0,0,1,0.970292333,0.014744789,0.004548193,4.73E-04,0.009923338,6.99E-06,1.17E-05
NOM:,0,0,1,0.945810487,0.047814153,6.39E-06,3.86E-05,0.004978152,3.97E-04,9.56E-04
NOM:,0,0,1,0.999054305,8.38E-04,7.21E-06,9.61E-05,3.23E-06,6.40E-07,7.53E-08
NOM:,0,0,1,0.780072609,0.207910479,0.007843664,5.73E-04,9.50E-04,3.28E-05,0.002617425
NOM:,0,0,1,0.979872454,0.014264369,0.004116117,0.001680363,4.92E-05,2.44E-06,1.50E-05
NOM:,0,0,1,0.819724922,0.009206332,0.029151785,0.141448112,4.42E-04,1.84E-05,8.62E-06
NOM:,0,0,1,0.928306374,3.93E-05,1.33E-04,1.14E-06,0.070839284,6.80E-04,3.15E-07
NOM:,0,0,1,0.844755611,0.154433202,5.41E-05,7.50E-04,6.81E-06,4.12E-07,2.82E-08
NOM:,0,0,1,0.94941207,0.033623797,0.01443574,0.00220634,2.39E-05,2.47E-04,5.10E-05
NOM:,0,0,1,0.997630479,0.002335498,8.78E-07,1.20E-05,1.72E-05,2.03E-06,1.93E-06
NOM:,0,4,1,0.00499654,0.039481869,8.40E-06,1.52E-05,0.955433595,4.95E-05,1.49E-05
NOM:,0,0,1,0.887657218,0.103273979,3.80E-04,3.95E-04,0.007565983,5.67E-04,1.60E-04
NOM:,0,0,1,0.718139821,0.281601892,2.07E-04,5.21E-06,4.60E-05,1.05E-07,2.23E-07
NOM:,0,0,1,0.99497202,0.004946149,2.27E-05,3.77E-06,3.75E-06,4.37E-05,7.87E-06
NOM:,0,0,1,0.94171448,0.05355631,3.99E-04,0.003147824,7.30E-05,1.69E-04,9.41E-04
NOM:,0,0,1,0.999080641,1.86E-04,7.75E-05,3.13E-04,1.84E-04,1.55E-04,3.90E-06
NOM:,0,0,1,0.745061563,0.22861831,0.025036977,9.07E-04,3.33E-04,3.35E-06,4.05E-05
NOM:,0,0,1,0.984881874,0.004377599,7.72E-04,0.003266425,0.001477272,1.24E-04,0.005101251
NOM:,0,0,1,0.983955868,0.009326749,1.12E-04,2.16E-04,0.005118955,6.59E-05,0.001204317
NOM:,0,0,1,0.930664723,0.069059896,2.11E-04,1.00E-06,2.84E-05,1.27E-06,3.34E-05
NOM:,0,0,1,0.562855215,0.071829588,0.001631152,0.014241824,0.143347218,0.205313902,7.81E-04
NOM:,6,6,1,5.87E-07,1.86E-08,4.81E-09,3.84E-09,2.79E-08,4.48E-09,0.999999354
NOM:,6,6,1,7.93E-07,1.17E-07,2.89E-07,2.22E-06,9.02E-09,2.62E-09,0.999996572
NOM:,6,6,1,9.93E-06,1.67E-06,6.64E-06,9.45E-06,4.06E-06,4.55E-07,0.999967797
NOM:,6,6,1,1.14E-05,0.001096921,1.38E-05,4.04E-07,0.002677866,7.11E-07,0.996198918
NOM:,6,6,1,5.47E-07,1.58E-07,4.37E-09,6.86E-08,1.32E-09,6.17E-10,0.99999922
NOM:,6,6,1,1.64E-05,0.014208618,2.60E-04,1.83E-04,0.00577946,5.01E-05,0.979502453
NOM:,6,6,1,5.01E-05,2.45E-04,1.50E-04,8.17E-05,5.86E-05,5.93E-06,0.999408664
NOM:,6,6,1,6.25E-06,2.29E-05,4.37E-06,9.02E-05,6.61E-05,4.20E-08,0.999810119
NOM:,6,6,1,0.004378247,4.42E-04,4.72E-07,6.18E-05,1.90E-06,9.29E-07,0.995114266
NOM:,6,6,1,1.72E-07,3.74E-07,1.02E-07,2.66E-07,5.25E-08,1.85E-08,0.999999015
NOM:,6,6,1,6.31E-08,2.46E-07,2.02E-07,1.23E-06,2.28E-08,3.07E-09,0.999998235
NOM:,6,6,1,1.67E-04,1.29E-04,1.89E-06,1.71E-06,5.28E-08,2.32E-08,0.999699899
NOM:,6,6,1,7.15E-07,1.65E-06,8.32E-08,4.85E-08,6.57E-08,3.03E-06,0.999994412
NOM:,6,6,1,1.07E-06,4.04E-08,1.80E-08,5.26E-08,8.47E-10,5.85E-10,0.999998822
NOM:,6,6,1,5.37E-05,6.22E-04,2.09E-04,0.028190833,2.74E-04,4.23E-06,0.970645876
NOM:,6,6,1,2.70E-06,1.31E-05,2.17E-07,1.67E-07,1.92E-06,9.52E-09,0.999981859
NOM:,6,6,1,1.13E-07,1.43E-07,2.27E-09,2.49E-08,6.96E-10,1.12E-09,0.999999715
NOM:,6,6,1,3.27E-06,0.001547376,1.96E-04,0.015857637,4.23E-06,1.72E-06,0.982389667
NOM:,6,6,1,6.88E-05,8.26E-05,1.08E-05,0.002080173,1.28E-05,9.62E-08,0.997744733
NOM:,6,6,1,0.002673927,0.015938002,4.41E-04,0.323708664,0.004139711,4.19E-05,0.653056525
NOM:,6,6,1,2.03E-08,2.45E-07,2.04E-08,1.05E-07,1.45E-08,1.28E-08,0.999999583
NOM:,6,6,1,1.32E-05,4.98E-05,4.56E-06,2.84E-05,6.49E-04,6.80E-07,0.999254345
NOM:,6,6,1,4.42E-05,5.57E-07,1.69E-08,8.11E-08,4.66E-09,4.97E-09,0.999955175
NOM:,6,6,1,2.46E-04,0.001511645,4.29E-04,0.012946759,0.06979683,2.42E-05,0.915046251
NOM:,6,6,1,9.37E-08,1.64E-07,1.60E-08,3.55E-07,5.56E-08,1.93E-08,0.999999296
NOM:,2,2,1,7.36E-06,0.021250056,0.97732644,0.00137115,4.30E-05,2.07E-08,2.00E-06
NOM:,2,3,1,0.001484961,0.001070542,0.193336826,0.798615772,4.02E-04,2.55E-05,0.005064067
NOM:,2,2,1,5.49E-08,0.003276365,0.993741853,0.002981662,2.10E-08,3.47E-09,4.11E-08
NOM:,2,2,1,2.63E-05,0.009467256,0.925404563,0.065032104,1.27E-05,3.97E-07,5.67E-05
NOM:,2,2,1,1.48E-07,0.001037689,0.998254273,7.07E-04,2.73E-07,6.62E-10,2.31E-07
NOM:,2,3,1,1.21E-04,0.100988789,0.428818358,0.470007453,5.04E-05,6.57E-08,1.38E-05
NOM:,2,2,1,1.37E-06,0.013874945,0.690877235,0.295244222,1.53E-06,4.40E-08,6.46E-07
NOM:,2,2,1,4.70E-06,0.008529823,0.985352594,0.006112502,9.06E-08,4.83E-08,2.37E-07
NOM:,2,2,1,3.36E-05,0.008004039,0.879862701,0.112071235,2.59E-05,4.24E-07,2.13E-06
NOM:,2,3,1,6.03E-04,0.140275563,0.27948431,0.57373003,0.005863393,1.36E-05,3.00E-05
NOM:,2,2,1,5.58E-04,0.00947797,0.989840352,1.13E-04,8.89E-06,1.10E-06,4.28E-07
NOM:,2,2,1,3.20E-06,8.96E-04,0.995981494,0.003113431,7.63E-07,9.72E-08,4.88E-06
NOM:,2,2,1,9.43E-04,0.165296915,0.804257728,0.026721638,0.002757818,4.29E-06,1.84E-05
NOM:,2,2,1,1.39E-08,0.002720619,0.997278109,1.19E-06,1.88E-08,2.70E-08,2.70E-08
NOM:,2,1,1,0.008190897,0.492171984,0.41415958,0.085429948,4.68E-05,7.27E-08,7.05E-07
NOM:,2,4,1,0.003362705,0.003883855,0.056932462,0.003036823,0.932763428,6.21E-06,1.45E-05
NOM:,2,2,1,5.74E-07,3.91E-04,0.987129986,0.012464774,1.40E-05,1.27E-08,2.64E-08
NOM:,2,2,1,7.42E-05,0.264716305,0.730342951,9.77E-04,0.003731335,4.14E-05,1.17E-04
NOM:,2,2,1,3.65E-05,0.126132692,0.873152684,6.73E-04,4.09E-06,1.89E-07,4.90E-07
NOM:,2,2,1,0.001354316,0.009661821,0.61189987,0.376289127,5.16E-04,1.32E-05,2.66E-04
NOM:,2,2,1,2.34E-09,1.35E-05,0.997407756,0.002578623,1.10E-08,6.56E-09,8.84E-08
NOM:,2,2,1,1.38E-07,1.24E-04,0.993540429,0.006334637,2.22E-07,1.22E-07,9.51E-07
NOM:,2,2,1,5.90E-05,0.025055534,0.974408648,4.72E-04,4.41E-06,1.60E-07,4.68E-07
